participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc,lecture_type,practice_type,group,source_file,parameters_minTasks,parameters_height,parameters_expectedSource
5e0b388b15ef4037cebdecc9,guess-correlation-3,46,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,6558,6558,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-3.png,"slope = 0.35, correlation = 0.30",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-3,46,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":21,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-4,51,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,.7,NA,9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-4.png,"slope = -0.83, correlation = -0.70",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-4,51,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.7,NA,9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-4.png,"slope = -0.83, correlation = -0.70",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-4,51,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,positive,NA,9000,9000,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-4.png,"slope = -0.83, correlation = -0.70",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-4,51,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":26,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-5,52,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.1,NA,8688,8688,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-5.png,"slope = 0.34, correlation = 0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-5,52,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.1,NA,8688,8688,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-5.png,"slope = 0.34, correlation = 0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-5,52,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,8688,8688,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-5.png,"slope = 0.34, correlation = 0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-5,52,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":18,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-6,45,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.8,NA,19840,19840,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-6.png,"slope = -0.69, correlation = -0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-6,45,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.8,NA,19840,19840,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-6.png,"slope = -0.69, correlation = -0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-6,45,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,19840,19840,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-6.png,"slope = -0.69, correlation = -0.50",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-6,45,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":27,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-7,48,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.8,NA,8916,8916,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-7.png,"slope = 0.33, correlation = 0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-7,48,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.8,NA,8916,8916,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-7.png,"slope = 0.33, correlation = 0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-7,48,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,8916,8916,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-7.png,"slope = 0.33, correlation = 0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-7,48,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":22,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-8,47,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,.1,NA,10405,10405,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-8.png,"slope = -0.16, correlation = -0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-8,47,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.1,NA,10405,10405,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-8.png,"slope = -0.16, correlation = -0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-8,47,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,positive,NA,10405,10405,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the correlation is for this graph?,assets/imgs/guess-correlation-8.png,"slope = -0.16, correlation = -0.26",correlation,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-correlation-8,47,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":24,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-1,40,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,.5,NA,12713,12713,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-1.png,slope = 0.47,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-1,40,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.5,NA,12713,12713,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-1.png,slope = 0.47,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-1,40,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,positive,NA,12713,12713,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-1.png,slope = 0.47,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-1,40,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-2,37,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,0,NA,5015,5015,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-2.png,slope = 0.01,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-2,37,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,0,NA,5015,5015,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-2.png,slope = 0.01,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-2,37,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,zero,NA,5015,5015,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-2.png,slope = 0.01,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-2,37,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-3,34,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.5,NA,31193,31193,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-3.png,slope = -0.50,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-3,34,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.5,NA,31193,31193,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-3.png,slope = -0.50,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-3,34,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,31193,31193,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-3.png,slope = -0.50,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-3,34,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":44,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-4,39,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.8,NA,16948,16948,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-4.png,slope = -0.84,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-4,39,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.8,NA,16948,16948,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-4.png,slope = -0.84,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-4,39,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,16948,16948,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-4.png,slope = -0.84,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-4,39,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":37,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-5,38,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,-0.3,NA,36613,36613,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-5.png,slope = -0.37,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-5,38,stat_guess_initial,DEFAULT,completed,NA,NA,NA,100,NA,NA,.1,NA,36613,36613,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-5.png,slope = -0.37,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-5,38,stat_guess_sign,DEFAULT,completed,NA,NA,NA,100,NA,NA,negative,NA,36613,36613,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-5.png,slope = -0.37,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-5,38,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":74,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
5e0b388b15ef4037cebdecc9,guess-slope-6,35,stat_guess,DEFAULT,completed,NA,NA,NA,100,NA,NA,.25,NA,23214,23214,NA,NA,NA,NA,NA,NA,NA,NA,What do you think the slope is for this graph?,assets/imgs/guess-slope-6.png,slope = 0.29,slope,stat_guess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
