participantId,group,lecture_type,practice_type,source_file,trialId,responseId,responsePrompt,answer,duration,cleanedDuration,status,percentComplete
69bad0d8d699e854ef8e8184,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation is a relation between two or more individual things.,147643,147643,completed,100
69bad0d8d699e854ef8e8184,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is the value of the change of a line on a graph.,147643,147643,completed,100
69c440c36f9c43fe1266a56b,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correalation to me is when two things are similar and find a mutual ground,41261,41261,completed,100
69c440c36f9c43fe1266a56b,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",slope to me is the slope of a line,41261,41261,completed,100
69c59eeb6b373bc928a1aba9,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",When there is a connection between different things that can be proved,85621,85621,completed,100
69c59eeb6b373bc928a1aba9,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",data that goes up..? slowly (not sure sorry :( ),85621,85621,completed,100
69d5bc72bf90388665397b6e,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","correlation is like, how connected two variables are. like how much changes in variable x cause changes in variable y",142306,142306,completed,100
69d5bc72bf90388665397b6e,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",its a line.. it shows relationship between x axis and y axis. or something,142306,142306,completed,100
69e293f57120947b9a8408de,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",It measures how two variables move together,126881,126881,completed,100
69e293f57120947b9a8408de,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",It tells you how steep a line is,126881,126881,completed,100
69e7ac40430645b3492b7f1b,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A connection between two things.,78506,78506,completed,100
69e7ac40430645b3492b7f1b,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A downward shape or a word used to describe a downward appearance of an object.,78506,78506,completed,100
69e96cde65aa9df15260c718,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",how two things relate to the same idea,78501,78501,completed,100
69e96cde65aa9df15260c718,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",an angle either increasiong or decreasing,78501,78501,completed,100
69e9f6a993985bfec2114d70,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",something that is related in some way shape or form.,52906,52906,completed,100
69e9f6a993985bfec2114d70,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",an incline or decline,52906,52906,completed,100
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a connection of one thing to another,56643,56643,completed,100
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a slope is a large decrease,56643,56643,completed,100
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",something that relates to something. like if price of oil goes up gas goes up since they are correlated.,60036,60036,completed,100
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",an incline or decline on a hill up or down.,60036,60036,completed,100
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relationship between two things and how they are alike.,71097,71097,completed,100
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The steepness of a line,71097,71097,completed,100
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is when one statistical factor can be proven to directly relate to another statistical factor,105857,105857,completed,100
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is the positive or negative direction of statistical information.,105857,105857,completed,100
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation is when they are related.,73762,73762,completed,100
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",It's like an upward trajectory of a line.,73762,73762,completed,100
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",When numbers are realted in a graph and in comparison to each other.,93679,93679,completed,100
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","This is the trend in the numbers on a graph, for example if numbers are high, then they go down to a lower number. There's a steep slope.",93679,93679,completed,100
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A Correlation measures the strength and direction of a relationship between two variables,254233,254233,completed,100
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The slope is the rate of change between two variables representing the steepness of a line as rise over run in a linear equation,254233,254233,completed,100
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a statitical measure that describes how 2 veriables move together,119595,119595,completed,100
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",i would say the rate of change in a linear relationship,119595,119595,completed,100
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",It is somethat that can be ascribed two 2 or more items or ideas,125071,125071,completed,100
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a gradual rise of the terrain,125071,125071,completed,100
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation usually refers to two variables or lines and how they move together. Positive correlation= increase. Negative correlation = decrease.,210575,210575,completed,100
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope shows how something changes when another thing changes (variables).,210575,210575,completed,100
695bbdf21fd961458dd7390f,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A connection to one thing to another.,60553,60553,completed,100
695bbdf21fd961458dd7390f,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A uphill or downhill portion of land of object.,60553,60553,completed,100
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The standardized quantification of the linear association between two variables,85030,85030,completed,100
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The estimated change in an outcome for every one unit increase in a predictor variable,85030,85030,completed,100
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",something of similar aspects,88446,88446,completed,100
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a decline of something,88446,88446,completed,100
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",an association between two or more things.,59650,59650,completed,100
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",the rate of change,59650,59650,completed,100
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Variables that are related (affect each other),93637,93637,completed,100
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",change in y-axis divided by change in x-axis (curve of line),93637,93637,completed,100
69b64051157b8364c2a0afa6,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is how one variable directly impacts or affects the other.,46750,46750,completed,100
69b64051157b8364c2a0afa6,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is the amount of correlation between the two variables.,46750,46750,completed,100
69baaee936d901eb8e30d457,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Two data points are connected in some way,64153,64153,completed,100
69baaee936d901eb8e30d457,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The rate of change,64153,64153,completed,100
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",when two or more values are compared for similarities and/or dissimilarities,99770,99770,completed,100
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a slope describes the distance between two points on a graph,99770,99770,completed,100
69defab23a249a0b519c8f6d,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is a way that two or more things are related to each other.,41938,41938,completed,100
69defab23a249a0b519c8f6d,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",I'm not sure what a slope is in this context.,41938,41938,completed,100
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",How variables relate with each other,172964,172964,completed,100
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Is a steep,172964,172964,completed,100
69e696140295abac7fb9c28b,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is when you measure strength and direction and compare them.,161198,161198,completed,100
69e696140295abac7fb9c28b,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is steepness defined by a line that slants up or down.,161198,161198,completed,100
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","Correlation is where two things are related and how if one changes, so does the other.",122434,122434,completed,100
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is the ratio of change.,122434,122434,completed,100
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",When two things coincide with one another.,119834,119834,completed,100
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",When an incline moves downward at a gradual angle.,119834,119834,completed,100
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Ho one thing (behavior) is relative to another behavior.,153648,153648,completed,100
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",I believe a slope is the degree a measurement decreases or increases compared to a previous or after the peak of the participants results.,153648,153648,completed,100
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is the combination of two different variables or things and how strong they connect with each other.,107351,107351,completed,100
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is a measure of how steep something is with its direction.,107351,107351,completed,100
66d88375799e00b593a8655f,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is how two things are related to each other.,72408,72408,completed,100
66d88375799e00b593a8655f,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope id a downward trend in and abject or a trend.,72408,72408,completed,100
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a factor that occurs in tandem with one or more other factors,71400,71400,completed,100
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",I don't know what slope means in this context,71400,71400,completed,100
69419e9576aea13f332266ff,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is how two or more variables are related to each other,91079,91079,completed,100
69419e9576aea13f332266ff,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is rise over rune,91079,91079,completed,100
69442e09aea78e142db2e54f,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","The relationship between 2 data points/concepts (i.e positive correlation, negative correlation).",106115,106115,completed,100
69442e09aea78e142db2e54f,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","A slope is a line on a graph that shows all the data points, usually in a linear manner.",106115,106115,completed,100
69457dc95341cec41fca5695,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relationship between two data sets.,110357,110357,completed,100
69457dc95341cec41fca5695,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The angle of a line drawn to visually represent the relationship between two data points.,110357,110357,completed,100
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",It is the link between A and B (for example the price of oil rising is linked to the war in Iran).,69567,69567,completed,100
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",It is the visualization of a trend.,69567,69567,completed,100
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relationship between two variables,81017,81017,completed,100
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The degree at which something changes,81017,81017,completed,100
69afafce3f7970642a6dc071,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",2 things moving together,71036,71036,completed,100
69afafce3f7970642a6dc071,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",An angel going downward,71036,71036,completed,100
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a correlation is a relationship. it is how things are related.,68877,68877,completed,100
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is the rate of change. Sometimes referred to as rise over run.,68877,68877,completed,100
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","A measure that describes the strength and direction of the relationship between two variables, indicating how they change together.",114799,114799,completed,100
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","A numerical value that describes the steepness and direction of a line, calculated as the ratio of the rise to the run between two points.",114799,114799,completed,100
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","A correlation measures how closely two variable are related, how they change together",114026,114026,completed,100
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope measures the steepness and direction of a line on a graph.,114026,114026,completed,100
69c13c0ad9ea03501703d527,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",I think it's the relationship between the x and y axis.,82816,82816,completed,100
69c13c0ad9ea03501703d527,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",I think it is rise/run.,82816,82816,completed,100
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",It means similarities.,52636,52636,completed,100
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a slope is a decline or a plane that goes downwards.,52636,52636,completed,100
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relation between one variable occuring and another,37974,37974,completed,100
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is the rise over run of a linear graph,37974,37974,completed,100
69e913482ae5864d44e6387c,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","Correlation is whether there is an association between two topics, objects, or general things.",50281,50281,completed,100
69e913482ae5864d44e6387c,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is rise over run.,50281,50281,completed,100
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",its show how two things are related,181766,181766,completed,100
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",its how steep a line is,181766,181766,completed,100
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation refers to the relationship between x and y variable.,34628,34628,completed,100
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,main-plotwise-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is the rate of change,34628,34628,completed,100
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is when two separate things have a trend in common or can be related to one another.,85732,85732,completed,100
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is the change in a line graph's y-axis coordinates.,85732,85732,completed,100
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relationship between two factors,27802,27802,completed,100
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The line between two points on a graph,27802,27802,completed,100
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",statics measure expressing the extent to two variable liner relate and move together.,212050,212050,completed,100
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",low quality.,212050,212050,completed,100
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",It is a relationship between two or more entities.,75604,75604,completed,100
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope could be defined in a 2D system as rise over run.,75604,75604,completed,100
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",When there is a relationship between 2 numbers.,46242,46242,completed,100
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The steepness of a line graph.,46242,46242,completed,100
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",How things are related,139040,139040,completed,100
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Incline or decline,139040,139040,completed,100
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","When one number moves, the other number moves in the same direction.",83390,83390,completed,100
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",y=mx+b. The steepness of a line.,83390,83390,completed,100
67204af156acf704058c6e66,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",How two things or points are related,38911,38911,completed,100
67204af156acf704058c6e66,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","The difference between two points, or the correlation between them I suppose",38911,38911,completed,100
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",How similar two sets are data are .,69049,69049,completed,100
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Slope is rate of change between two points.,69049,69049,completed,100
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",How two things move in relation to each other,114405,114405,completed,100
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",How steep the line is,114405,114405,completed,100
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Two things that have a relationship,63522,63522,completed,100
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",Going up or down,63522,63522,completed,100
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation is a connection between two different variables,106813,106813,completed,100
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A line on a chart when you log y = mx + b,106813,106813,completed,100
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,main-plotwise-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation is a tistical tool that is used to measure the level of association between points,86850,86850,in progress,100
